,open,high,low,close,volume
2026-04-15 09:00:00+00:00,48546.0,48580.0,48537.0,48554.0,1007.0
2026-04-15 10:00:00+00:00,48555.0,48556.0,48509.0,48528.0,1746.0
2026-04-15 11:00:00+00:00,48529.0,48544.0,48498.0,48530.0,1635.0
2026-04-15 12:00:00+00:00,48529.0,48544.0,48467.0,48505.0,2663.0
2026-04-15 13:00:00+00:00,48505.0,48544.0,48455.0,48506.0,3238.0
2026-04-15 14:00:00+00:00,48507.0,48613.0,48493.0,48557.0,2888.0
2026-04-15 15:00:00+00:00,48558.0,48594.0,48513.0,48589.0,2525.0
2026-04-24 16:00:00+00:00,49283.0,49324.5,49074.0,49133.0,6710.0
2026-04-24 17:00:00+00:00,49134.0,49192.0,49061.0,49123.0,8879.0
2026-04-24 18:00:00+00:00,49123.0,49283.0,49084.0,49229.0,7155.0
2026-04-24 19:00:00+00:00,49228.0,49247.0,49110.0,49161.0,5334.0
2026-04-24 20:00:00+00:00,49161.0,49233.0,49115.0,49169.0,4320.0
2026-04-24 21:00:00+00:00,49168.0,49190.0,49143.0,49186.0,3803.0
2026-04-24 22:00:00+00:00,49186.0,49239.0,49145.0,49206.0,4547.0
2026-04-27 02:00:00+00:00,49092.0,49116.0,49088.0,49113.0,378.0
2026-04-27 03:00:00+00:00,49113.0,49140.0,49083.0,49129.0,2552.0
2026-04-27 04:00:00+00:00,49132.0,49218.0,49119.0,49210.0,3380.0
2026-04-27 05:00:00+00:00,49210.0,49215.0,49176.0,49179.0,1459.0
2026-04-27 06:00:00+00:00,49179.0,49204.0,49171.0,49179.0,1275.0
2026-04-27 07:00:00+00:00,49179.0,49188.0,49151.0,49157.0,1054.0
2026-04-27 08:00:00+00:00,49157.0,49161.0,49104.0,49114.0,1803.0
2026-04-27 09:00:00+00:00,49115.0,49152.0,49101.0,49133.0,2318.0
2026-04-27 10:00:00+00:00,49133.0,49160.0,49121.0,49141.0,2561.0
2026-04-27 11:00:00+00:00,49141.0,49143.0,49136.0,49142.0,36.0
