,open,high,low,close,volume
2026-04-16 08:00:00+00:00,8945.6,8947.9,8945.6,8947.8,89.0
2026-04-16 09:00:00+00:00,8947.7,8956.8,8943.6,8945.6,1439.0
2026-04-16 10:00:00+00:00,8946.6,8959.7,8938.6,8950.2,1721.0
2026-04-16 11:00:00+00:00,8950.2,8950.2,8927.8,8931.2,2448.0
2026-04-16 12:00:00+00:00,8931.3,8936.7,8926.6,8927.8,1450.0
2026-04-16 13:00:00+00:00,8928.2,8943.7,8927.6,8942.6,1419.0
2026-04-16 14:00:00+00:00,8942.6,8945.2,8934.7,8943.2,1517.0
2026-04-16 15:00:00+00:00,8943.2,8945.8,8937.6,8941.2,1168.0
