,open,high,low,close,volume
2026-04-16 08:56:00+00:00,10565.7,10566.2,10565.0,10565.5,27.0
2026-04-16 08:57:00+00:00,10565.9,10566.1,10565.6,10565.8,8.0
2026-04-16 08:58:00+00:00,10566.0,10566.4,10565.5,10566.4,17.0
2026-04-16 08:59:00+00:00,10566.4,10567.0,10566.3,10566.6,37.0
2026-04-16 09:00:00+00:00,10566.6,10566.6,10561.0,10564.4,39.0
2026-04-16 09:01:00+00:00,10564.4,10564.8,10560.8,10564.5,27.0
2026-04-16 09:02:00+00:00,10564.5,10568.7,10564.5,10567.4,41.0
2026-04-16 09:03:00+00:00,10567.7,10567.7,10563.9,10564.0,25.0
2026-04-16 09:04:00+00:00,10564.0,10564.0,10562.4,10562.7,25.0
2026-04-16 09:05:00+00:00,10562.7,10563.7,10560.6,10561.7,26.0
2026-04-16 09:06:00+00:00,10561.7,10563.7,10560.3,10563.4,64.0
2026-04-16 09:07:00+00:00,10563.2,10563.7,10561.6,10561.7,45.0
2026-04-16 09:08:00+00:00,10561.5,10563.0,10561.2,10562.8,40.0
2026-04-16 09:09:00+00:00,10562.8,10563.2,10561.2,10562.5,45.0
2026-04-16 09:10:00+00:00,10561.8,10562.9,10561.3,10561.5,43.0
2026-04-16 09:11:00+00:00,10561.6,10561.7,10559.2,10560.2,33.0
2026-04-16 09:12:00+00:00,10560.2,10561.5,10558.7,10561.1,25.0
2026-04-16 09:13:00+00:00,10561.2,10561.2,10559.5,10560.2,52.0
2026-04-16 09:14:00+00:00,10560.2,10562.0,10559.3,10561.6,48.0
2026-04-16 09:15:00+00:00,10561.6,10562.1,10559.7,10560.2,48.0
2026-04-16 09:16:00+00:00,10560.2,10560.2,10558.2,10560.2,35.0
2026-04-16 09:17:00+00:00,10560.2,10562.8,10560.2,10562.8,24.0
2026-04-16 09:18:00+00:00,10562.8,10563.4,10562.7,10563.2,13.0
2026-04-16 09:19:00+00:00,10563.2,10563.2,10560.2,10560.7,33.0
2026-04-16 09:20:00+00:00,10560.7,10560.7,10558.1,10558.2,28.0
2026-04-16 09:21:00+00:00,10558.2,10558.4,10556.8,10557.2,22.0
2026-04-16 09:22:00+00:00,10557.2,10557.7,10556.2,10556.2,19.0
2026-04-16 09:23:00+00:00,10556.2,10557.2,10556.2,10556.8,21.0
2026-04-16 09:24:00+00:00,10556.8,10560.2,10556.7,10559.7,43.0
2026-04-16 09:25:00+00:00,10559.7,10559.7,10557.9,10559.4,32.0
2026-04-16 09:26:00+00:00,10559.6,10559.7,10557.7,10558.2,19.0
2026-04-16 09:27:00+00:00,10558.2,10558.7,10557.7,10557.7,12.0
2026-04-16 09:28:00+00:00,10557.7,10558.7,10557.2,10558.2,39.0
2026-04-16 09:29:00+00:00,10558.2,10560.6,10557.9,10558.2,55.0
2026-04-16 09:30:00+00:00,10558.0,10561.1,10557.9,10560.7,45.0
2026-04-16 09:31:00+00:00,10560.7,10561.5,10558.2,10558.2,68.0
2026-04-16 09:32:00+00:00,10557.8,10560.7,10557.7,10560.2,35.0
2026-04-16 09:33:00+00:00,10560.2,10560.2,10556.8,10557.6,25.0
2026-04-16 09:34:00+00:00,10557.7,10558.9,10557.2,10558.7,11.0
2026-04-16 09:35:00+00:00,10558.7,10562.6,10558.7,10560.2,36.0
2026-04-16 09:36:00+00:00,10560.2,10561.9,10559.9,10561.7,15.0
2026-04-16 09:37:00+00:00,10561.7,10562.2,10560.2,10561.2,36.0
2026-04-16 09:38:00+00:00,10561.2,10561.8,10560.7,10561.7,14.0
2026-04-16 09:39:00+00:00,10561.7,10561.7,10558.7,10559.2,36.0
2026-04-16 09:40:00+00:00,10559.2,10559.2,10557.2,10557.7,50.0
2026-04-16 09:41:00+00:00,10557.7,10560.8,10557.7,10560.8,37.0
2026-04-16 09:42:00+00:00,10560.8,10564.7,10560.8,10564.7,47.0
2026-04-16 09:43:00+00:00,10564.8,10568.2,10564.7,10568.2,28.0
2026-04-16 09:44:00+00:00,10568.2,10570.0,10567.7,10568.8,25.0
2026-04-16 09:45:00+00:00,10568.8,10569.0,10567.2,10567.5,31.0
2026-04-16 09:46:00+00:00,10567.5,10570.2,10567.3,10569.7,42.0
2026-04-16 09:47:00+00:00,10569.7,10570.4,10568.8,10569.7,43.0
2026-04-16 09:48:00+00:00,10569.7,10570.8,10568.7,10568.7,34.0
2026-04-16 09:49:00+00:00,10568.7,10570.0,10567.9,10568.0,37.0
2026-04-16 09:50:00+00:00,10567.9,10567.9,10565.2,10565.2,29.0
2026-04-16 09:51:00+00:00,10565.3,10566.2,10562.6,10563.6,40.0
2026-04-16 09:52:00+00:00,10563.7,10564.2,10561.7,10562.2,26.0
2026-04-16 09:53:00+00:00,10562.2,10562.3,10559.7,10559.7,45.0
2026-04-16 09:54:00+00:00,10559.7,10561.2,10559.6,10560.1,20.0
2026-04-16 09:55:00+00:00,10560.1,10560.2,10559.0,10559.2,40.0
2026-04-16 09:56:00+00:00,10559.2,10561.7,10558.3,10560.8,32.0
2026-04-16 09:57:00+00:00,10561.2,10562.8,10559.1,10562.8,32.0
2026-04-16 09:58:00+00:00,10562.9,10565.2,10562.0,10562.5,47.0
2026-04-16 09:59:00+00:00,10562.5,10563.7,10558.7,10563.7,77.0
2026-04-16 10:00:00+00:00,10563.8,10575.7,10561.0,10575.2,195.0
2026-04-16 10:01:00+00:00,10575.2,10581.2,10573.9,10579.2,168.0
2026-04-16 10:02:00+00:00,10579.2,10580.2,10571.7,10579.5,119.0
2026-04-16 10:03:00+00:00,10579.3,10581.2,10575.7,10577.7,116.0
2026-04-16 10:04:00+00:00,10577.7,10581.0,10577.2,10579.8,123.0
2026-04-16 10:05:00+00:00,10579.5,10580.9,10577.2,10580.4,171.0
2026-04-16 10:06:00+00:00,10580.4,10584.9,10579.7,10580.5,142.0
2026-04-16 10:07:00+00:00,10580.5,10586.0,10580.5,10586.0,112.0
2026-04-16 10:08:00+00:00,10586.0,10588.0,10584.8,10584.9,118.0
2026-04-16 10:09:00+00:00,10584.9,10588.3,10583.2,10587.5,109.0
2026-04-16 10:10:00+00:00,10587.5,10589.7,10585.9,10587.0,127.0
2026-04-16 10:11:00+00:00,10587.0,10587.4,10579.9,10580.0,102.0
2026-04-16 10:12:00+00:00,10580.0,10580.1,10576.4,10578.1,120.0
2026-04-16 10:13:00+00:00,10578.2,10581.8,10577.7,10579.8,132.0
2026-04-16 10:14:00+00:00,10580.0,10580.2,10575.9,10575.9,132.0
2026-04-16 10:15:00+00:00,10576.0,10576.4,10573.4,10575.4,109.0
2026-04-16 10:16:00+00:00,10575.4,10578.5,10573.5,10574.5,122.0
2026-04-16 10:17:00+00:00,10574.5,10577.0,10573.0,10576.0,90.0
2026-04-16 10:18:00+00:00,10576.0,10581.1,10575.0,10579.4,114.0
2026-04-16 10:19:00+00:00,10579.4,10580.5,10577.7,10580.4,114.0
2026-04-16 10:20:00+00:00,10580.4,10581.6,10578.2,10579.0,88.0
2026-04-16 10:21:00+00:00,10579.0,10579.0,10577.0,10578.8,87.0
2026-04-16 10:22:00+00:00,10578.8,10580.0,10575.7,10579.5,107.0
2026-04-16 10:23:00+00:00,10579.5,10580.5,10577.1,10578.5,96.0
2026-04-16 10:24:00+00:00,10578.5,10583.0,10578.5,10583.0,98.0
2026-04-16 10:25:00+00:00,10583.0,10584.4,10581.9,10584.0,117.0
2026-04-16 10:26:00+00:00,10584.0,10585.0,10582.4,10584.5,79.0
2026-04-16 10:27:00+00:00,10584.5,10585.0,10581.8,10584.8,99.0
2026-04-16 10:28:00+00:00,10585.0,10589.5,10584.6,10589.4,72.0
2026-04-16 10:29:00+00:00,10589.5,10590.4,10587.3,10589.5,87.0
2026-04-16 10:30:00+00:00,10589.5,10590.4,10586.1,10586.3,103.0
2026-04-16 10:31:00+00:00,10586.3,10586.9,10584.8,10586.5,74.0
2026-04-16 10:32:00+00:00,10586.9,10587.0,10581.5,10584.0,126.0
2026-04-16 10:33:00+00:00,10584.4,10585.0,10581.8,10582.5,94.0
2026-04-16 10:34:00+00:00,10582.4,10586.1,10581.5,10586.0,99.0
2026-04-16 10:35:00+00:00,10586.0,10587.5,10585.3,10587.2,102.0
2026-04-16 10:36:00+00:00,10587.2,10587.3,10582.4,10582.9,81.0
2026-04-16 10:37:00+00:00,10582.9,10586.2,10582.1,10584.5,114.0
2026-04-16 10:38:00+00:00,10584.5,10588.0,10584.1,10587.9,95.0
2026-04-16 10:39:00+00:00,10587.9,10588.5,10584.5,10585.2,67.0
2026-04-16 10:40:00+00:00,10585.2,10591.0,10584.7,10589.2,86.0
2026-04-16 10:41:00+00:00,10589.1,10591.6,10588.6,10591.5,96.0
2026-04-16 10:42:00+00:00,10591.5,10592.5,10590.8,10592.3,89.0
2026-04-16 10:43:00+00:00,10592.3,10592.5,10588.4,10589.1,91.0
2026-04-16 10:44:00+00:00,10589.3,10590.0,10586.5,10587.5,95.0
2026-04-16 10:45:00+00:00,10587.5,10588.4,10584.3,10585.5,83.0
2026-04-16 10:46:00+00:00,10585.5,10585.5,10583.5,10584.0,67.0
2026-04-16 10:47:00+00:00,10584.0,10584.0,10580.0,10580.9,101.0
2026-04-16 10:48:00+00:00,10580.9,10583.0,10580.5,10582.9,77.0
2026-04-16 10:49:00+00:00,10583.0,10589.0,10583.0,10589.0,63.0
2026-04-16 10:50:00+00:00,10589.0,10590.5,10587.5,10589.9,106.0
2026-04-16 10:51:00+00:00,10589.9,10590.9,10588.8,10590.0,81.0
2026-04-16 10:52:00+00:00,10590.0,10591.4,10588.4,10588.5,67.0
2026-04-16 10:53:00+00:00,10588.4,10589.5,10586.8,10589.5,104.0
2026-04-16 10:54:00+00:00,10589.5,10590.4,10585.4,10586.0,110.0
2026-04-16 10:55:00+00:00,10586.0,10587.0,10583.6,10584.0,89.0
2026-04-16 10:56:00+00:00,10584.0,10587.5,10584.0,10585.8,101.0
2026-04-16 10:57:00+00:00,10585.9,10586.2,10584.3,10585.0,78.0
2026-04-16 10:58:00+00:00,10585.4,10590.5,10585.4,10589.9,107.0
2026-04-16 10:59:00+00:00,10589.9,10591.0,10587.0,10587.0,92.0
2026-04-16 11:00:00+00:00,10586.6,10587.0,10583.7,10584.9,117.0
2026-04-16 11:01:00+00:00,10584.9,10587.0,10584.0,10586.2,101.0
2026-04-16 11:02:00+00:00,10586.2,10586.3,10582.4,10584.5,108.0
2026-04-16 11:03:00+00:00,10584.5,10584.6,10582.3,10584.6,91.0
2026-04-16 11:04:00+00:00,10584.7,10584.7,10578.9,10579.5,104.0
2026-04-16 11:05:00+00:00,10579.5,10579.5,10577.3,10578.2,97.0
2026-04-16 11:06:00+00:00,10578.1,10584.0,10577.8,10583.0,97.0
2026-04-16 11:07:00+00:00,10582.9,10583.0,10578.5,10579.9,93.0
2026-04-16 11:08:00+00:00,10579.6,10582.5,10577.5,10582.5,103.0
2026-04-16 11:09:00+00:00,10582.5,10583.5,10581.0,10583.5,91.0
2026-04-16 11:10:00+00:00,10583.5,10584.6,10580.5,10581.0,114.0
2026-04-16 11:11:00+00:00,10581.5,10583.0,10580.0,10581.0,68.0
2026-04-16 11:12:00+00:00,10581.0,10582.0,10579.7,10581.7,102.0
