,open,high,low,close,volume
2026-04-13T11:00:00Z,47683.0,47714.0,47633.0,47669.0,2930.0
2026-04-13T12:00:00Z,47669.0,47707.0,47644.0,47653.0,2256.0
2026-04-13T13:00:00Z,47653.0,47697.0,47645.0,47697.0,2134.0
2026-04-13T14:00:00Z,47697.0,47764.0,47395.0,47413.0,4541.0
2026-04-13T15:00:00Z,47418.0,47474.0,47396.0,47472.0,3942.0
2026-04-13T16:00:00Z,47472.0,47732.0,47465.0,47725.0,7637.0
2026-04-13T17:00:00Z,47727.0,47769.0,47609.0,47722.0,8370.0
2026-04-13T18:00:00Z,47721.0,47723.0,47608.0,47667.0,6324.0
2026-04-13T19:00:00Z,47667.0,47768.0,47650.4,47738.0,1814.0
2026-04-15T03:00:00Z,48554.0,48558.0,48537.0,48557.0,580.0
2026-04-15T04:00:00Z,48557.0,48574.0,48545.0,48557.0,1089.0
2026-04-15T05:00:00Z,48556.0,48557.0,48514.0,48529.0,772.0
2026-04-15T06:00:00Z,48529.0,48563.0,48525.0,48555.0,623.0
2026-04-15T07:00:00Z,48555.0,48558.9,48534.0,48536.0,567.0
2026-04-15T08:00:00Z,48536.0,48584.0,48496.0,48527.0,1873.0
2026-04-15T09:00:00Z,48527.0,48580.0,48527.0,48554.0,1436.0
2026-04-15T10:00:00Z,48555.0,48556.0,48521.0,48523.0,926.0
2026-04-29T06:00:00Z,49237.4,49252.9,49214.65,49217.65,2850.0
2026-04-29T07:00:00Z,49216.65,49234.65,49166.65,49194.15,5951.0
2026-04-29T08:00:00Z,49198.9,49230.65,49120.65,49152.65,9273.0
2026-04-29T09:00:00Z,49154.15,49179.15,49095.65,49109.65,6562.0
2026-04-29T10:00:00Z,49110.15,49197.15,49094.65,49165.77,4823.0
2026-04-29T11:00:00Z,49165.27,49184.4,49120.0,49141.5,5943.0
2026-04-29T12:00:00Z,49142.0,49151.4,49050.0,49131.9,7950.0
2026-04-29T13:00:00Z,49132.4,49169.4,48843.0,48911.0,35497.0
2026-04-29T14:00:00Z,48910.5,49019.9,48881.0,48891.19,28368.0
2026-04-29T15:00:00Z,48891.69,48905.79,48735.5,48785.78,26253.0
2026-04-29T16:00:00Z,48785.68,48857.67,48773.87,48837.2,20587.0
2026-04-29T17:00:00Z,48837.71,48856.25,48789.92,48838.55,16021.0
2026-04-29T18:00:00Z,48838.55,48839.74,48703.46,48836.72,29653.0
2026-04-29T19:00:00Z,48836.23,48888.41,48788.59,48872.95,23539.0
2026-04-29T20:00:00Z,48872.24,48968.32,48649.95,48661.39,18243.0
2026-04-29T22:00:00Z,48660.99,48805.8,48659.6,48704.9,3668.0
2026-04-29T23:00:00Z,48705.35,48721.35,48688.85,48710.85,2312.0
2026-04-30T00:00:00Z,48710.35,48742.35,48697.85,48731.35,4709.0
2026-04-30T01:00:00Z,48732.85,48767.35,48717.85,48765.35,3355.0
2026-04-30T02:00:00Z,48764.35,48765.35,48592.35,48685.35,8352.0
2026-04-30T03:00:00Z,48684.85,48705.35,48623.35,48624.85,4656.0
2026-04-30T04:00:00Z,48623.85,48629.85,48538.85,48541.85,6138.0
2026-04-30T05:00:00Z,48542.85,48621.6,48540.85,48549.6,4989.0
2026-04-30T06:00:00Z,48546.6,48604.6,48465.6,48583.35,8923.0
2026-04-30T07:00:00Z,48582.6,48636.85,48554.85,48608.85,9093.0
2026-04-30T08:00:00Z,48608.35,48700.35,48606.85,48677.6,7743.0
2026-04-30T09:00:00Z,48679.35,48801.35,48626.85,48755.35,9501.0
2026-04-30T10:00:00Z,48755.85,49247.85,48755.85,49167.6,11000.0
2026-04-30T11:00:00Z,49170.6,49254.6,49132.6,49145.1,8529.0
2026-04-30T12:00:00Z,49142.7,49268.2,49120.6,49174.1,8300.0
2026-04-30T13:00:00Z,49176.6,49278.7,49045.1,49263.7,32991.0
2026-04-30T14:00:00Z,49264.7,49495.4,49231.2,49447.8,36015.0
2026-04-30T15:00:00Z,49447.3,49599.89,49375.3,49593.31,22592.0
2026-04-30T16:00:00Z,49593.21,49614.76,49512.16,49533.88,12765.0
2026-04-30T17:00:00Z,49533.89,49611.77,49518.57,49586.17,12447.0
2026-04-30T18:00:00Z,49586.67,49732.37,49582.2,49684.84,10800.0
2026-04-30T19:00:00Z,49683.85,49755.83,49657.38,49658.87,16241.0
2026-04-30T20:00:00Z,49659.86,49774.4,49615.56,49745.62,5828.0
2026-04-30T22:00:00Z,49746.0,49797.0,49733.1,49746.5,2337.0
2026-04-30T23:00:00Z,49746.55,49777.55,49735.05,49758.05,1612.0
2026-05-01T00:00:00Z,49758.55,49794.55,49738.55,49775.55,3559.0
2026-05-01T01:00:00Z,49775.05,49801.05,49758.05,49789.55,1904.0
2026-05-01T02:00:00Z,49788.55,49796.05,49761.05,49769.55,929.0
2026-05-01T03:00:00Z,49770.05,49782.55,49750.55,49752.55,1068.0
2026-05-01T04:00:00Z,49753.05,49761.05,49737.55,49757.55,930.0
2026-05-01T05:00:00Z,49757.05,49772.8,49750.55,49765.3,890.0
2026-05-01T06:00:00Z,49765.8,49769.3,49724.05,49734.55,1542.0
2026-05-01T07:00:00Z,49735.05,49762.55,49722.55,49725.55,2059.0
2026-05-01T08:00:00Z,49726.05,49749.05,49716.05,49745.55,1925.0
2026-05-01T09:00:00Z,49745.05,49796.05,49724.05,49794.05,1561.0
2026-05-01T10:00:00Z,49793.05,49839.55,49781.05,49828.05,1690.0
2026-05-01T11:00:00Z,49828.3,49835.4,49800.3,49817.4,2397.0
2026-05-01T12:00:00Z,49817.9,49948.3,49807.8,49828.8,6736.0
2026-05-01T13:00:00Z,49827.4,49933.4,49723.4,49924.3,28755.0
2026-05-01T14:00:00Z,49926.3,49995.4,49761.45,49769.57,33471.0
2026-05-01T15:00:00Z,49769.07,49780.66,49642.98,49666.07,20481.0
2026-05-01T16:00:00Z,49665.97,49678.58,49565.49,49596.15,17255.0
2026-05-01T17:00:00Z,49596.65,49705.64,49593.67,49671.73,11064.0
2026-05-01T18:00:00Z,49672.22,49684.67,49541.99,49562.44,13613.0
2026-05-01T19:00:00Z,49563.94,49628.39,49494.98,49500.94,13601.0
2026-05-01T20:00:00Z,49501.44,49519.24,49422.9,49444.4,2783.0
2026-05-03T22:00:00Z,49638.8,49644.3,49576.1,49595.5,2624.0
2026-05-03T23:00:00Z,49595.55,49606.55,49543.55,49567.55,1967.0
2026-05-04T00:00:00Z,49567.05,49573.05,49499.05,49541.55,5494.0
2026-05-04T01:00:00Z,49542.05,49545.55,49480.05,49489.05,4872.0
2026-05-04T02:00:00Z,49489.55,49494.05,49445.05,49458.05,3601.0
2026-05-04T03:00:00Z,49457.55,49477.05,49440.05,49467.55,2147.0
2026-05-04T04:00:00Z,49468.05,49485.55,49455.55,49468.05,1300.0
2026-05-04T05:00:00Z,49467.55,49517.55,49465.05,49501.8,2353.0
2026-05-04T06:00:00Z,49502.3,49515.8,49434.05,49450.55,4428.0
2026-05-04T07:00:00Z,49451.05,49508.05,49431.55,49451.55,5344.0
2026-05-04T08:00:00Z,49451.05,49453.05,49362.05,49406.05,6757.0
2026-05-04T09:00:00Z,49407.05,49434.05,49397.55,49420.05,3509.0
2026-05-04T10:00:00Z,49420.55,49432.05,49093.8,49309.05,21855.0
